Time,Status,Message,Season,Round,Time_Sec
0 days 00:14:47.534000,2,Yellow,2018,1,887.534
0 days 00:14:54.676000,1,AllClear,2018,1,894.676
0 days 00:14:55.424000,2,Yellow,2018,1,895.424
0 days 00:17:32.340000,1,AllClear,2018,1,1052.34
0 days 00:21:00.464000,2,Yellow,2018,1,1260.464
0 days 00:21:02.731000,1,AllClear,2018,1,1262.731
0 days 00:41:39.694000,2,Yellow,2018,1,2499.694
0 days 00:41:54.199000,1,AllClear,2018,1,2514.199
0 days 00:42:09.798000,2,Yellow,2018,1,2529.798
0 days 00:43:06.320000,1,AllClear,2018,1,2586.32
0 days 00:44:01.324000,2,Yellow,2018,1,2641.324
0 days 00:44:59.666000,6,VSCDeployed,2018,1,2699.666
0 days 00:49:00.615000,4,SCDeployed,2018,1,2940.615
0 days 00:57:11.990000,1,AllClear,2018,1,3431.99
0 days 00:08:08.643000,2,Yellow,2018,2,488.643
0 days 00:08:14.695000,1,AllClear,2018,2,494.695
0 days 00:08:26.014000,2,Yellow,2018,2,506.014
0 days 00:08:51.074000,1,AllClear,2018,2,531.074
0 days 00:09:57.697000,2,Yellow,2018,2,597.697
0 days 00:10:24.916000,1,AllClear,2018,2,624.916
0 days 00:10:32.280000,2,Yellow,2018,2,632.28
0 days 00:10:41.473000,6,VSCDeployed,2018,2,641.473
0 days 00:14:18.149000,7,VSCEnding,2018,2,858.149
0 days 00:14:28.726000,1,AllClear,2018,2,868.726
0 days 00:16:12.118000,2,Yellow,2018,2,972.118
0 days 00:16:52.560000,1,AllClear,2018,2,1012.56
0 days 00:16:54.296000,2,Yellow,2018,2,1014.296
0 days 00:17:03.081000,1,AllClear,2018,2,1023.081
0 days 00:24:49.514000,2,Yellow,2018,2,1489.514
0 days 00:25:07.399000,1,AllClear,2018,2,1507.399
0 days 00:51:26.333000,2,Yellow,2018,2,3086.333
0 days 00:51:37.393000,1,AllClear,2018,2,3097.393
0 days 01:12:30.099000,2,Yellow,2018,2,4350.099
0 days 01:12:43.186000,1,AllClear,2018,2,4363.186
0 days 00:56:48.669000,2,Yellow,2018,3,3408.669
0 days 00:56:55.543000,1,AllClear,2018,3,3415.543
0 days 00:56:56.675000,2,Yellow,2018,3,3416.675
0 days 00:57:01.660000,1,AllClear,2018,3,3421.66
0 days 00:58:51.111000,4,SCDeployed,2018,3,3531.111
0 days 01:08:59.294000,1,AllClear,2018,3,4139.294
0 days 01:22:07.472000,2,Yellow,2018,3,4927.472
0 days 01:22:15.100000,1,AllClear,2018,3,4935.1
0 days 00:08:08.035000,2,Yellow,2018,4,488.035
0 days 00:08:31.311000,4,SCDeployed,2018,4,511.311
0 days 00:20:55.542000,1,AllClear,2018,4,1255.542
0 days 00:29:45.887000,2,Yellow,2018,4,1785.887
0 days 00:29:57.038000,1,AllClear,2018,4,1797.038
0 days 00:31:56.943000,2,Yellow,2018,4,1916.943
0 days 00:32:11.113000,1,AllClear,2018,4,1931.113
0 days 00:38:24.721000,2,Yellow,2018,4,2304.721
0 days 00:39:20.846000,1,AllClear,2018,4,2360.846
0 days 00:39:21.089000,2,Yellow,2018,4,2361.089
0 days 00:39:24.030000,1,AllClear,2018,4,2364.03
0 days 00:44:33.894000,2,Yellow,2018,4,2673.894
0 days 00:44:46.392000,1,AllClear,2018,4,2686.392
0 days 00:48:45.019000,2,Yellow,2018,4,2925.019
0 days 00:48:56.143000,1,AllClear,2018,4,2936.143
0 days 01:23:08.659000,2,Yellow,2018,4,4988.659
0 days 01:23:50.402000,4,SCDeployed,2018,4,5030.402
0 days 01:44:03.406000,1,AllClear,2018,4,6243.406
0 days 01:46:30.618000,2,Yellow,2018,4,6390.618
0 days 01:46:34.249000,1,AllClear,2018,4,6394.249
0 days 01:46:44.106000,2,Yellow,2018,4,6404.106
0 days 01:47:59.907000,1,AllClear,2018,4,6479.907
0 days 00:07:38.778000,2,Yellow,2018,5,458.778
0 days 00:07:45.735000,4,SCDeployed,2018,5,465.735
0 days 00:20:01.446000,1,AllClear,2018,5,1201.446
0 days 01:06:31.369000,2,Yellow,2018,5,3991.369
0 days 01:07:06.365000,6,VSCDeployed,2018,5,4026.365
0 days 01:10:26.389000,7,VSCEnding,2018,5,4226.389
0 days 01:10:40.273000,1,AllClear,2018,5,4240.273
0 days 01:10:45.365000,2,Yellow,2018,5,4245.365
0 days 01:10:53.057000,1,AllClear,2018,5,4253.057
0 days 00:07:26.615000,2,Yellow,2018,6,446.615
0 days 00:08:23.728000,1,AllClear,2018,6,503.728
0 days 00:23:43.859000,2,Yellow,2018,6,1423.859
0 days 00:23:52.390000,1,AllClear,2018,6,1432.39
0 days 01:16:03.406000,2,Yellow,2018,6,4563.406
0 days 01:17:08.918000,1,AllClear,2018,6,4628.918
0 days 01:40:35.410000,2,Yellow,2018,6,6035.41
0 days 01:41:19.432000,6,VSCDeployed,2018,6,6079.432
0 days 01:43:22.924000,7,VSCEnding,2018,6,6202.924
0 days 01:43:34.712000,1,AllClear,2018,6,6214.712
0 days 00:07:29.041000,2,Yellow,2018,7,449.041
0 days 00:07:42.541000,4,SCDeployed,2018,7,462.541
0 days 00:14:35.528000,1,AllClear,2018,7,875.528
0 days 01:39:03.793000,2,Yellow,2018,7,5943.793
0 days 01:39:07.326000,1,AllClear,2018,7,5947.326
0 days 01:39:09.347000,2,Yellow,2018,7,5949.347
0 days 01:39:18.240000,1,AllClear,2018,7,5958.24
0 days 01:39:31.886000,2,Yellow,2018,7,5971.886
0 days 01:39:35.425000,1,AllClear,2018,7,5975.425
0 days 00:07:41.290000,2,Yellow,2018,8,461.29
0 days 00:07:46.439000,1,AllClear,2018,8,466.439
0 days 00:07:54.649000,2,Yellow,2018,8,474.649
0 days 00:08:13.781000,4,SCDeployed,2018,8,493.781
0 days 00:19:28.652000,1,AllClear,2018,8,1168.652
0 days 00:20:07.542000,2,Yellow,2018,8,1207.542
0 days 00:20:14.784000,1,AllClear,2018,8,1214.784
0 days 01:32:22.447000,2,Yellow,2018,8,5542.447
0 days 01:33:48.044000,6,VSCDeployed,2018,8,5628.044
0 days 01:36:11.850000,7,VSCEnding,2018,8,5771.85
0 days 01:36:24.477000,1,AllClear,2018,8,5784.477
0 days 01:36:26.822000,2,Yellow,2018,8,5786.822
0 days 01:41:57.006000,1,AllClear,2018,8,6117.006
0 days 00:08:50.939000,2,Yellow,2018,9,530.939
0 days 00:08:59.637000,1,AllClear,2018,9,539.637
0 days 00:20:11.925000,2,Yellow,2018,9,1211.925
0 days 00:20:24.836000,1,AllClear,2018,9,1224.836
0 days 00:20:29.649000,2,Yellow,2018,9,1229.649
0 days 00:20:58.721000,1,AllClear,2018,9,1258.721
0 days 00:22:53.051000,2,Yellow,2018,9,1373.051
0 days 00:23:23.891000,6,VSCDeployed,2018,9,1403.891
0 days 00:25:17.153000,7,VSCEnding,2018,9,1517.153
0 days 00:25:27.155000,1,AllClear,2018,9,1527.155
0 days 01:09:04.645000,2,Yellow,2018,9,4144.645
0 days 01:10:36.446000,1,AllClear,2018,9,4236.446
0 days 01:10:50.645000,2,Yellow,2018,9,4250.645
0 days 01:10:52.201000,1,AllClear,2018,9,4252.201
0 days 01:10:53.447000,2,Yellow,2018,9,4253.447
0 days 01:11:14.290000,1,AllClear,2018,9,4274.29
0 days 01:11:59.724000,2,Yellow,2018,9,4319.724
0 days 01:12:51.103000,1,AllClear,2018,9,4371.103
0 days 01:19:26.932000,2,Yellow,2018,9,4766.932
0 days 01:19:30.706000,1,AllClear,2018,9,4770.706
0 days 01:20:22.350000,2,Yellow,2018,9,4822.35
0 days 01:21:13.115000,1,AllClear,2018,9,4873.115
0 days 01:29:56.639000,2,Yellow,2018,9,5396.639
0 days 01:30:14.550000,1,AllClear,2018,9,5414.55
0 days 00:07:30.107000,2,Yellow,2018,10,450.107
0 days 00:07:47.894000,1,AllClear,2018,10,467.894
0 days 00:08:11.625000,2,Yellow,2018,10,491.625
0 days 00:08:53.427000,1,AllClear,2018,10,533.427
0 days 00:09:55.014000,2,Yellow,2018,10,595.014
0 days 00:10:15.054000,1,AllClear,2018,10,615.054
0 days 00:11:20.502000,2,Yellow,2018,10,680.502
0 days 00:11:30.829000,1,AllClear,2018,10,690.829
0 days 00:36:41.432000,2,Yellow,2018,10,2201.432
0 days 00:36:51.567000,1,AllClear,2018,10,2211.567
0 days 00:37:25.655000,2,Yellow,2018,10,2245.655
0 days 00:39:17.571000,1,AllClear,2018,10,2357.571
0 days 00:57:19.348000,2,Yellow,2018,10,3439.348
0 days 00:58:03.901000,4,SCDeployed,2018,10,3483.901
0 days 01:08:53.708000,1,AllClear,2018,10,4133.708
0 days 01:10:08.354000,2,Yellow,2018,10,4208.354
0 days 01:10:38.959000,4,SCDeployed,2018,10,4238.959
0 days 01:17:41.064000,1,AllClear,2018,10,4661.064
0 days 01:25:38.313000,2,Yellow,2018,10,5138.313
0 days 01:25:44.361000,1,AllClear,2018,10,5144.361
0 days 01:27:11.253000,2,Yellow,2018,10,5231.253
0 days 01:27:35.928000,1,AllClear,2018,10,5255.928
0 days 00:44:03.011000,2,Yellow,2018,11,2643.011
0 days 00:45:27.208000,1,AllClear,2018,11,2727.208
0 days 01:09:39.076000,2,Yellow,2018,11,4179.076
0 days 01:09:51.155000,1,AllClear,2018,11,4191.155
0 days 01:11:19.205000,2,Yellow,2018,11,4279.205
0 days 01:11:20.843000,1,AllClear,2018,11,4280.843
0 days 01:13:45.667000,2,Yellow,2018,11,4425.667
0 days 01:13:56.558000,1,AllClear,2018,11,4436.558
0 days 01:14:50.284000,2,Yellow,2018,11,4490.284
0 days 01:15:05.199000,1,AllClear,2018,11,4505.199
0 days 01:15:27.833000,2,Yellow,2018,11,4527.833
0 days 01:15:43.951000,4,SCDeployed,2018,11,4543.951
0 days 01:26:35.450000,1,AllClear,2018,11,5195.45
0 days 00:15:04.279000,2,Yellow,2018,12,904.279
0 days 00:15:14.559000,6,VSCDeployed,2018,12,914.559
0 days 00:16:02.173000,7,VSCEnding,2018,12,962.173
0 days 00:16:16.333000,1,AllClear,2018,12,976.333
0 days 01:17:28.040000,2,Yellow,2018,12,4648.04
0 days 01:17:35.690000,6,VSCDeployed,2018,12,4655.69
0 days 01:18:47.016000,7,VSCEnding,2018,12,4727.016
0 days 01:19:01.500000,1,AllClear,2018,12,4741.5
0 days 00:00:00,1,AllClear,2018,13,0.0
0 days 00:14:48.834000,2,Yellow,2018,13,888.834
0 days 00:14:50.817000,1,AllClear,2018,13,890.817
0 days 00:18:44.585000,2,Yellow,2018,13,1124.585
0 days 00:19:13.527000,4,SCDeployed,2018,13,1153.527
0 days 00:29:34.490000,1,AllClear,2018,13,1774.49
0 days 01:42:18.720000,2,Yellow,2018,13,6138.72
0 days 01:45:13.546000,1,AllClear,2018,13,6313.546
0 days 00:00:00,1,AllClear,2018,14,0.0
0 days 00:18:55.262000,2,Yellow,2018,14,1135.262
0 days 00:19:37.098000,6,VSCDeployed,2018,14,1177.098
0 days 00:20:49.389000,7,VSCEnding,2018,14,1249.389
0 days 00:22:37.098000,4,SCDeployed,2018,14,1357.098
0 days 00:24:40.762000,1,AllClear,2018,14,1480.762
0 days 00:54:24.938000,2,Yellow,2018,14,3264.938
0 days 00:56:49.323000,1,AllClear,2018,14,3409.323
0 days 00:07:50.402000,1,AllClear,2018,15,470.402
0 days 00:18:58.280000,2,Yellow,2018,15,1138.28
0 days 00:19:09.767000,4,SCDeployed,2018,15,1149.767
0 days 00:28:57.272000,1,AllClear,2018,15,1737.272
0 days 00:00:00,1,AllClear,2018,16,0.0
0 days 00:19:12.622000,2,Yellow,2018,16,1152.622
0 days 00:19:30.434000,1,AllClear,2018,16,1170.434
0 days 00:19:47.345000,2,Yellow,2018,16,1187.345
0 days 00:20:05.237000,1,AllClear,2018,16,1205.237
0 days 00:24:34.322000,2,Yellow,2018,16,1474.322
0 days 00:24:44.044000,1,AllClear,2018,16,1484.044
0 days 00:24:46.876000,2,Yellow,2018,16,1486.876
0 days 00:24:48.184000,1,AllClear,2018,16,1488.184
0 days 00:07:18.242000,1,AllClear,2018,17,438.242
0 days 00:23:40.758000,4,SCDeployed,2018,17,1420.758
0 days 00:32:40.378000,1,AllClear,2018,17,1960.378
0 days 00:34:00.280000,2,Yellow,2018,17,2040.28
0 days 00:34:17.552000,1,AllClear,2018,17,2057.552
0 days 01:24:37.502000,2,Yellow,2018,17,5077.502
0 days 01:24:44.109000,1,AllClear,2018,17,5084.109
0 days 01:25:16.445000,2,Yellow,2018,17,5116.445
0 days 01:26:07.512000,6,VSCDeployed,2018,17,5167.512
0 days 01:27:08.858000,7,VSCEnding,2018,17,5228.858
0 days 01:27:19.093000,1,AllClear,2018,17,5239.093
0 days 00:07:15.932000,1,AllClear,2018,18,435.932
0 days 00:34:13.429000,2,Yellow,2018,18,2053.429
0 days 00:34:31.993000,1,AllClear,2018,18,2071.993
0 days 00:34:48.262000,2,Yellow,2018,18,2088.262
0 days 00:35:04.962000,1,AllClear,2018,18,2104.962
0 days 00:38:06.453000,2,Yellow,2018,18,2286.453
0 days 00:38:16.838000,1,AllClear,2018,18,2296.838
0 days 00:48:09.923000,2,Yellow,2018,18,2889.923
0 days 00:48:10.804000,1,AllClear,2018,18,2890.804
0 days 00:48:11.032000,2,Yellow,2018,18,2891.032
0 days 00:48:25.059000,1,AllClear,2018,18,2905.059
0 days 00:48:36.446000,2,Yellow,2018,18,2916.446
0 days 00:50:23.873000,6,VSCDeployed,2018,18,3023.873
0 days 00:53:07.612000,7,VSCEnding,2018,18,3187.612
0 days 00:53:22.469000,1,AllClear,2018,18,3202.469
0 days 00:05:20.880000,1,AllClear,2018,19,320.88
0 days 00:38:30.932000,2,Yellow,2018,19,2310.932
0 days 00:38:48.936000,1,AllClear,2018,19,2328.936
0 days 00:38:53.651000,2,Yellow,2018,19,2333.651
0 days 00:38:58.567000,6,VSCDeployed,2018,19,2338.567
0 days 00:39:55.469000,7,VSCEnding,2018,19,2395.469
0 days 00:40:06.874000,1,AllClear,2018,19,2406.874
0 days 01:14:15.429000,2,Yellow,2018,19,4455.429
0 days 01:14:41.480000,6,VSCDeployed,2018,19,4481.48
0 days 01:17:37.957000,7,VSCEnding,2018,19,4657.957
0 days 01:17:50.261000,1,AllClear,2018,19,4670.261
0 days 01:57:58.372000,2,Yellow,2018,19,7078.372
0 days 01:58:13.123000,6,VSCDeployed,2018,19,7093.123
0 days 02:00:43.030000,7,VSCEnding,2018,19,7243.03
0 days 02:00:57.466000,1,AllClear,2018,19,7257.466
0 days 00:10:26.889000,1,AllClear,2018,20,626.889
0 days 00:58:44.871000,2,Yellow,2018,20,3524.871
0 days 00:58:46.189000,1,AllClear,2018,20,3526.189
0 days 00:58:50.036000,2,Yellow,2018,20,3530.036
0 days 00:58:55.932000,1,AllClear,2018,20,3535.932
0 days 01:26:58.826000,2,Yellow,2018,20,5218.826
0 days 01:27:11.053000,1,AllClear,2018,20,5231.053
0 days 00:14:50.789000,1,AllClear,2018,21,890.789
0 days 00:34:34.281000,2,Yellow,2018,21,2074.281
0 days 00:34:38.530000,4,SCDeployed,2018,21,2078.53
0 days 00:43:48.619000,1,AllClear,2018,21,2628.619
0 days 00:47:51.675000,2,Yellow,2018,21,2871.675
0 days 00:48:04.656000,6,VSCDeployed,2018,21,2884.656
0 days 00:51:21.870000,7,VSCEnding,2018,21,3081.87
0 days 00:51:34.104000,1,AllClear,2018,21,3094.104
0 days 02:01:04.848000,2,Yellow,2018,21,7264.848
0 days 02:01:34.561000,1,AllClear,2018,21,7294.561
0 days 02:01:36.124000,2,Yellow,2018,21,7296.124
0 days 02:03:00.479000,1,AllClear,2018,21,7380.479
0 days 02:14:57.626000,2,Yellow,2018,21,8097.626
0 days 02:15:13.561000,1,AllClear,2018,21,8113.561
0 days 00:00:00,1,AllClear,2019,1,0.0
0 days 00:34:07.225000,2,Yellow,2019,1,2047.225
0 days 00:34:50.255000,1,AllClear,2019,1,2090.255
0 days 01:19:15.470000,2,Yellow,2019,1,4755.47
0 days 01:19:24.296000,1,AllClear,2019,1,4764.296
0 days 00:11:35.413000,1,AllClear,2019,2,695.413
0 days 00:11:35.413000,2,Yellow,2019,2,695.413
0 days 00:11:35.413000,1,AllClear,2019,2,695.413
0 days 00:34:13.604000,2,Yellow,2019,2,2053.604
0 days 00:34:15.208000,1,AllClear,2019,2,2055.208
0 days 00:34:21.300000,2,Yellow,2019,2,2061.3
0 days 00:34:23.498000,1,AllClear,2019,2,2063.498
0 days 00:34:41.968000,2,Yellow,2019,2,2081.968
0 days 00:34:47.654000,1,AllClear,2019,2,2087.654
0 days 00:34:57.343000,2,Yellow,2019,2,2097.343
0 days 00:35:15.885000,1,AllClear,2019,2,2115.885
0 days 00:36:00.703000,2,Yellow,2019,2,2160.703
0 days 00:36:04.956000,1,AllClear,2019,2,2164.956
0 days 00:39:02.300000,2,Yellow,2019,2,2342.3
0 days 00:39:17.245000,1,AllClear,2019,2,2357.245
0 days 00:42:29.779000,2,Yellow,2019,2,2549.779
0 days 00:42:37.415000,1,AllClear,2019,2,2557.415
0 days 00:52:59.771000,2,Yellow,2019,2,3179.771
0 days 00:53:09.611000,1,AllClear,2019,2,3189.611
0 days 01:34:27.384000,2,Yellow,2019,2,5667.384
0 days 01:34:37.647000,1,AllClear,2019,2,5677.647
0 days 01:38:46.084000,2,Yellow,2019,2,5926.084
0 days 01:38:54.802000,1,AllClear,2019,2,5934.802
0 days 01:42:50.190000,2,Yellow,2019,2,6170.19
0 days 01:42:58.341000,1,AllClear,2019,2,6178.341
0 days 02:00:47.445000,2,Yellow,2019,2,7247.445
0 days 02:02:15.423000,4,SCDeployed,2019,2,7335.423
0 days 00:02:12.673000,1,AllClear,2019,3,132.673
0 days 00:34:16.094000,2,Yellow,2019,3,2056.094
0 days 00:34:21.312000,1,AllClear,2019,3,2061.312
0 days 00:34:52.298000,6,VSCDeployed,2019,3,2092.298
0 days 00:35:43.635000,7,VSCEnding,2019,3,2143.635
0 days 00:35:55.890000,1,AllClear,2019,3,2155.89
0 days 00:00:00,1,AllClear,2019,4,0.0
0 days 00:01:22.039000,2,Yellow,2019,4,82.039
0 days 00:01:26.109000,1,AllClear,2019,4,86.109
0 days 00:01:30.027000,2,Yellow,2019,4,90.027
0 days 00:02:56.309000,1,AllClear,2019,4,176.309
0 days 00:08:19.127000,2,Yellow,2019,4,499.127
0 days 00:08:42.220000,1,AllClear,2019,4,522.22
0 days 00:09:00.023000,2,Yellow,2019,4,540.023
0 days 00:09:03.208000,1,AllClear,2019,4,543.208
0 days 00:29:00.646000,2,Yellow,2019,4,1740.646
0 days 00:29:10.240000,1,AllClear,2019,4,1750.24
0 days 01:29:17.788000,2,Yellow,2019,4,5357.788
0 days 01:30:06.538000,1,AllClear,2019,4,5406.538
0 days 01:32:14.820000,2,Yellow,2019,4,5534.82
0 days 01:32:24.573000,1,AllClear,2019,4,5544.573
0 days 01:43:24.755000,2,Yellow,2019,4,6204.755
0 days 01:43:44.117000,6,VSCDeployed,2019,4,6224.117
0 days 01:46:55.319000,7,VSCEnding,2019,4,6415.319
0 days 01:47:09.895000,1,AllClear,2019,4,6429.895
0 days 00:11:56.307000,1,AllClear,2019,5,716.307
0 days 00:21:29.417000,2,Yellow,2019,5,1289.417
0 days 00:21:34.798000,1,AllClear,2019,5,1294.798
0 days 00:33:44.426000,2,Yellow,2019,5,2024.426
0 days 00:33:52.697000,1,AllClear,2019,5,2032.697
0 days 01:35:42.720000,2,Yellow,2019,5,5742.72
0 days 01:36:08.106000,4,SCDeployed,2019,5,5768.106
0 days 01:50:14.665000,1,AllClear,2019,5,6614.665
0 days 00:04:42.136000,1,AllClear,2019,6,282.136
0 days 00:24:57.650000,2,Yellow,2019,6,1497.65
0 days 00:25:03.853000,1,AllClear,2019,6,1503.853
0 days 00:25:09.482000,2,Yellow,2019,6,1509.482
0 days 00:25:18.636000,1,AllClear,2019,6,1518.636
0 days 00:25:31.865000,2,Yellow,2019,6,1531.865
0 days 00:25:38.079000,1,AllClear,2019,6,1538.079
0 days 00:25:42.701000,2,Yellow,2019,6,1542.701
0 days 00:25:57.176000,1,AllClear,2019,6,1557.176
0 days 00:33:21.929000,2,Yellow,2019,6,2001.929
0 days 00:33:25.453000,1,AllClear,2019,6,2005.453
0 days 00:40:25.914000,2,Yellow,2019,6,2425.914
0 days 00:40:29.162000,1,AllClear,2019,6,2429.162
0 days 00:43:28.466000,2,Yellow,2019,6,2608.466
0 days 00:43:32.405000,1,AllClear,2019,6,2612.405
0 days 00:44:14.388000,2,Yellow,2019,6,2654.388
0 days 00:44:17.198000,1,AllClear,2019,6,2657.198
0 days 00:44:23.408000,2,Yellow,2019,6,2663.408
0 days 00:44:27.879000,1,AllClear,2019,6,2667.879
0 days 00:45:35.018000,2,Yellow,2019,6,2735.018
0 days 00:46:09.007000,4,SCDeployed,2019,6,2769.007
0 days 00:53:09.865000,1,AllClear,2019,6,3189.865
0 days 00:54:25.649000,2,Yellow,2019,6,3265.649
0 days 00:54:27.067000,1,AllClear,2019,6,3267.067
0 days 00:54:42.013000,2,Yellow,2019,6,3282.013
0 days 00:55:06.708000,1,AllClear,2019,6,3306.708
0 days 01:27:54.458000,2,Yellow,2019,6,5274.458
0 days 01:27:57.613000,1,AllClear,2019,6,5277.613
0 days 02:16:37.066000,2,Yellow,2019,6,8197.066
0 days 02:18:18.957000,1,AllClear,2019,6,8298.957
0 days 00:00:00,1,AllClear,2019,7,0.0
0 days 00:33:18.614000,2,Yellow,2019,7,1998.614
0 days 00:33:22.966000,1,AllClear,2019,7,2002.966
0 days 00:33:25.699000,2,Yellow,2019,7,2005.699
0 days 00:33:46.005000,1,AllClear,2019,7,2026.005
0 days 00:34:01.290000,2,Yellow,2019,7,2041.29
0 days 00:34:32.859000,1,AllClear,2019,7,2072.859
0 days 00:44:12.840000,2,Yellow,2019,7,2652.84
0 days 00:47:21.107000,1,AllClear,2019,7,2841.107
0 days 00:48:55.236000,2,Yellow,2019,7,2935.236
0 days 00:50:05.274000,1,AllClear,2019,7,3005.274
0 days 01:11:37.549000,2,Yellow,2019,7,4297.549
0 days 01:12:55.045000,1,AllClear,2019,7,4375.045
0 days 00:07:58.968000,1,AllClear,2019,8,478.968
0 days 01:08:50.612000,2,Yellow,2019,8,4130.612
0 days 01:09:00.562000,1,AllClear,2019,8,4140.562
0 days 01:30:06.581000,2,Yellow,2019,8,5406.581
0 days 01:30:13.252000,1,AllClear,2019,8,5413.252
0 days 01:51:15.945000,2,Yellow,2019,8,6675.945
0 days 01:51:24.673000,1,AllClear,2019,8,6684.673
0 days 01:52:41.127000,2,Yellow,2019,8,6761.127
0 days 01:52:52.485000,6,VSCDeployed,2019,8,6772.485
0 days 01:53:10.512000,7,VSCEnding,2019,8,6790.512
0 days 01:53:25.270000,1,AllClear,2019,8,6805.27
0 days 01:58:44.418000,2,Yellow,2019,8,7124.418
0 days 01:58:47.914000,1,AllClear,2019,8,7127.914
0 days 00:03:49.534000,1,AllClear,2019,9,229.534
0 days 00:11:59.774000,1,AllClear,2019,10,719.774
0 days 01:02:45.401000,2,Yellow,2019,10,3765.401
0 days 01:03:15.462000,4,SCDeployed,2019,10,3795.462
0 days 01:11:05.894000,1,AllClear,2019,10,4265.894
0 days 01:15:42.668000,2,Yellow,2019,10,4542.668
0 days 01:16:07.893000,1,AllClear,2019,10,4567.893
0 days 01:32:10.021000,2,Yellow,2019,10,5530.021
0 days 01:32:25.277000,1,AllClear,2019,10,5545.277
0 days 00:11:48.958000,1,AllClear,2019,11,708.958
0 days 00:43:20.330000,4,SCDeployed,2019,11,2600.33
0 days 00:47:35.862000,1,AllClear,2019,11,2855.862
0 days 01:03:10.874000,2,Yellow,2019,11,3790.874
0 days 01:03:48.061000,6,VSCDeployed,2019,11,3828.061
0 days 01:04:58.741000,7,VSCEnding,2019,11,3898.741
0 days 01:05:12.678000,1,AllClear,2019,11,3912.678
0 days 01:09:52.092000,2,Yellow,2019,11,4192.092
0 days 01:10:11.625000,1,AllClear,2019,11,4211.625
0 days 01:21:50.839000,2,Yellow,2019,11,4910.839
0 days 01:22:11.593000,1,AllClear,2019,11,4931.593
0 days 01:22:42.174000,2,Yellow,2019,11,4962.174
0 days 01:23:17.328000,6,VSCDeployed,2019,11,4997.328
0 days 01:24:46.236000,7,VSCEnding,2019,11,5086.236
0 days 01:24:58.288000,1,AllClear,2019,11,5098.288
0 days 01:25:22.906000,2,Yellow,2019,11,5122.906
0 days 01:25:46.417000,4,SCDeployed,2019,11,5146.417
0 days 01:36:35.078000,1,AllClear,2019,11,5795.078
0 days 01:47:16.087000,2,Yellow,2019,11,6436.087
0 days 01:47:51.607000,4,SCDeployed,2019,11,6471.607
0 days 01:57:04.937000,1,AllClear,2019,11,7024.937
0 days 02:07:25.277000,2,Yellow,2019,11,7645.277
0 days 02:07:31.942000,1,AllClear,2019,11,7651.942
0 days 02:12:25.379000,2,Yellow,2019,11,7945.379
0 days 02:12:44.264000,4,SCDeployed,2019,11,7964.264
0 days 02:17:58.448000,1,AllClear,2019,11,8278.448
0 days 00:06:25.173000,1,AllClear,2019,12,385.173
0 days 00:34:40.576000,2,Yellow,2019,12,2080.576
0 days 00:34:45.606000,1,AllClear,2019,12,2085.606
0 days 00:00:00,1,AllClear,2019,13,0.0
0 days 00:01:13.199000,2,Yellow,2019,13,73.199
0 days 00:02:00.652000,1,AllClear,2019,13,120.652
0 days 00:33:37.550000,2,Yellow,2019,13,2017.55
0 days 00:33:38.896000,1,AllClear,2019,13,2018.896
0 days 00:33:40.221000,2,Yellow,2019,13,2020.221
0 days 00:33:47.489000,1,AllClear,2019,13,2027.489
0 days 00:33:49.537000,2,Yellow,2019,13,2029.537
0 days 00:34:22.787000,4,SCDeployed,2019,13,2062.787
0 days 00:44:30.275000,1,AllClear,2019,13,2670.275
0 days 01:56:15.637000,2,Yellow,2019,13,6975.637
0 days 00:08:06.272000,1,AllClear,2019,14,486.272
0 days 00:33:37.039000,2,Yellow,2019,14,2017.039
0 days 00:33:40.003000,1,AllClear,2019,14,2020.003
0 days 00:37:05.594000,2,Yellow,2019,14,2225.594
0 days 00:37:09.759000,1,AllClear,2019,14,2229.759
0 days 00:41:34.800000,2,Yellow,2019,14,2494.8
0 days 00:41:55.548000,1,AllClear,2019,14,2515.548
0 days 01:12:57.265000,2,Yellow,2019,14,4377.265
0 days 01:13:27.092000,6,VSCDeployed,2019,14,4407.092
0 days 01:14:08.119000,7,VSCEnding,2019,14,4448.119
0 days 01:14:20.568000,1,AllClear,2019,14,4460.568
0 days 01:16:17.115000,2,Yellow,2019,14,4577.115
0 days 01:16:30.375000,6,VSCDeployed,2019,14,4590.375
0 days 01:17:34.771000,7,VSCEnding,2019,14,4654.771
0 days 01:17:49.029000,1,AllClear,2019,14,4669.029
0 days 00:08:25.229000,1,AllClear,2019,15,505.229
0 days 01:37:18.320000,2,Yellow,2019,15,5838.32
0 days 01:38:41.623000,4,SCDeployed,2019,15,5921.623
0 days 01:50:16.051000,1,AllClear,2019,15,6616.051
0 days 01:56:00.932000,2,Yellow,2019,15,6960.932
0 days 01:56:48.216000,4,SCDeployed,2019,15,7008.216
0 days 02:06:01.324000,1,AllClear,2019,15,7561.324
0 days 02:10:11.514000,2,Yellow,2019,15,7811.514
0 days 02:10:12.138000,1,AllClear,2019,15,7812.138
0 days 02:10:13.449000,2,Yellow,2019,15,7813.449
0 days 02:11:01.543000,4,SCDeployed,2019,15,7861.543
0 days 02:14:30.971000,1,AllClear,2019,15,8070.971
0 days 00:00:00,1,AllClear,2019,16,0.0
0 days 00:34:04.751000,2,Yellow,2019,16,2044.751
0 days 00:34:21.605000,4,SCDeployed,2019,16,2061.605
