LapStartTime,Driver,LapNumber,LapTime,TyreLife,Sector1Time,Sector2Time,Sector3Time,Stint,Compound,Position,TrackStatus
0 days 01:14:34.103000,HUL,8.0,0 days 00:01:42.177000,8.0,0 days 00:00:32.294000,0 days 00:00:44.683000,0 days 00:00:25.200000,1.0,SOFT,16.0,
0 days 01:14:34.819000,STR,8.0,0 days 00:01:42.174000,8.0,0 days 00:00:31.962000,0 days 00:00:44.822000,0 days 00:00:25.390000,1.0,SOFT,17.0,
0 days 01:14:36.278000,NOR,8.0,0 days 00:01:41.860000,8.0,0 days 00:00:32.451000,0 days 00:00:44.318000,0 days 00:00:25.091000,1.0,MEDIUM,18.0,
0 days 01:14:38.839000,LAT,8.0,0 days 00:01:41.931000,8.0,0 days 00:00:32.244000,0 days 00:00:44.627000,0 days 00:00:25.060000,1.0,SOFT,19.0,
0 days 01:14:39.534000,RIC,8.0,0 days 00:01:41.894000,8.0,0 days 00:00:32.240000,0 days 00:00:44.498000,0 days 00:00:25.156000,1.0,MEDIUM,20.0,
0 days 01:15:43.682000,LEC,9.0,0 days 00:01:38.807000,9.0,0 days 00:00:31.674000,0 days 00:00:42.665000,0 days 00:00:24.468000,1.0,SOFT,1.0,
0 days 01:15:46.114000,VER,9.0,0 days 00:01:39.251000,12.0,0 days 00:00:31.625000,0 days 00:00:42.957000,0 days 00:00:24.669000,1.0,SOFT,2.0,
0 days 01:15:50.289000,SAI,9.0,0 days 00:01:39.424000,12.0,0 days 00:00:31.740000,0 days 00:00:43.039000,0 days 00:00:24.645000,1.0,SOFT,3.0,
0 days 01:15:51.698000,HAM,9.0,0 days 00:01:40.274000,11.0,0 days 00:00:32.131000,0 days 00:00:43.485000,0 days 00:00:24.658000,1.0,SOFT,4.0,
0 days 01:15:52.571000,PER,9.0,0 days 00:01:40.215000,12.0,0 days 00:00:31.759000,0 days 00:00:43.742000,0 days 00:00:24.714000,1.0,SOFT,5.0,
0 days 01:15:56.049000,RUS,9.0,0 days 00:01:40.158000,12.0,0 days 00:00:31.982000,0 days 00:00:43.490000,0 days 00:00:24.686000,1.0,SOFT,6.0,
0 days 01:15:59.809000,MAG,9.0,0 days 00:01:40.756000,9.0,0 days 00:00:32.023000,0 days 00:00:43.863000,0 days 00:00:24.870000,1.0,SOFT,7.0,
0 days 01:16:01.509000,GAS,9.0,0 days 00:01:40.844000,12.0,0 days 00:00:32.023000,0 days 00:00:43.971000,0 days 00:00:24.850000,1.0,SOFT,8.0,
0 days 01:16:04.107000,OCO,9.0,0 days 00:01:40.819000,9.0,0 days 00:00:32.185000,0 days 00:00:43.735000,0 days 00:00:24.899000,1.0,SOFT,9.0,
0 days 01:16:05.330000,ALO,9.0,0 days 00:01:41.448000,12.0,0 days 00:00:32.246000,0 days 00:00:44.097000,0 days 00:00:25.105000,1.0,SOFT,10.0,
0 days 01:16:08.584000,TSU,9.0,0 days 00:01:40.900000,9.0,0 days 00:00:32.111000,0 days 00:00:43.924000,0 days 00:00:24.865000,1.0,SOFT,11.0,
0 days 01:16:12.688000,BOT,9.0,0 days 00:01:40.586000,12.0,0 days 00:00:32.119000,0 days 00:00:43.609000,0 days 00:00:24.858000,1.0,SOFT,12.0,
0 days 01:16:13.747000,ALB,9.0,0 days 00:01:42.149000,9.0,0 days 00:00:31.988000,0 days 00:00:44.929000,0 days 00:00:25.232000,1.0,SOFT,13.0,
0 days 01:16:14.048000,ZHO,9.0,0 days 00:01:42.258000,9.0,0 days 00:00:32.041000,0 days 00:00:44.829000,0 days 00:00:25.388000,1.0,SOFT,14.0,
0 days 01:16:15.874000,MSC,9.0,0 days 00:01:42.158000,9.0,0 days 00:00:32.372000,0 days 00:00:44.610000,0 days 00:00:25.176000,1.0,SOFT,15.0,
0 days 01:16:16.280000,HUL,9.0,0 days 00:01:43.773000,9.0,0 days 00:00:33.813000,0 days 00:00:44.410000,0 days 00:00:25.550000,1.0,SOFT,17.0,
0 days 01:16:16.993000,STR,9.0,0 days 00:01:41.557000,9.0,0 days 00:00:32.113000,0 days 00:00:44.241000,0 days 00:00:25.203000,1.0,SOFT,16.0,
0 days 01:16:18.138000,NOR,9.0,0 days 00:01:42.492000,9.0,0 days 00:00:32.688000,0 days 00:00:44.627000,0 days 00:00:25.177000,1.0,MEDIUM,18.0,
0 days 01:16:20.770000,LAT,9.0,0 days 00:01:42.473000,9.0,0 days 00:00:32.545000,0 days 00:00:44.868000,0 days 00:00:25.060000,1.0,SOFT,19.0,
0 days 01:16:21.428000,RIC,9.0,0 days 00:01:42.746000,9.0,0 days 00:00:32.433000,0 days 00:00:45.033000,0 days 00:00:25.280000,1.0,MEDIUM,20.0,
0 days 01:17:22.489000,LEC,10.0,0 days 00:01:39.123000,10.0,0 days 00:00:31.789000,0 days 00:00:42.769000,0 days 00:00:24.565000,1.0,SOFT,1.0,
0 days 01:17:25.365000,VER,10.0,0 days 00:01:39.392000,13.0,0 days 00:00:31.736000,0 days 00:00:43.051000,0 days 00:00:24.605000,1.0,SOFT,2.0,
0 days 01:17:29.713000,SAI,10.0,0 days 00:01:39.682000,13.0,0 days 00:00:31.863000,0 days 00:00:43.111000,0 days 00:00:24.708000,1.0,SOFT,3.0,
0 days 01:17:31.972000,HAM,10.0,0 days 00:01:41.581000,12.0,0 days 00:00:32.647000,0 days 00:00:44.166000,0 days 00:00:24.768000,1.0,SOFT,5.0,
0 days 01:17:32.786000,PER,10.0,0 days 00:01:39.806000,13.0,0 days 00:00:31.619000,0 days 00:00:43.537000,0 days 00:00:24.650000,1.0,SOFT,4.0,
0 days 01:17:36.207000,RUS,10.0,0 days 00:01:40.236000,13.0,0 days 00:00:32.120000,0 days 00:00:43.550000,0 days 00:00:24.566000,1.0,SOFT,6.0,
0 days 01:17:40.565000,MAG,10.0,0 days 00:01:41.195000,10.0,0 days 00:00:32.373000,0 days 00:00:43.910000,0 days 00:00:24.912000,1.0,SOFT,7.0,
0 days 01:17:42.353000,GAS,10.0,0 days 00:01:40.981000,13.0,0 days 00:00:32.112000,0 days 00:00:44.021000,0 days 00:00:24.848000,1.0,SOFT,8.0,
0 days 01:17:44.926000,OCO,10.0,0 days 00:01:40.992000,10.0,0 days 00:00:32.197000,0 days 00:00:43.724000,0 days 00:00:25.071000,1.0,SOFT,9.0,
0 days 01:17:46.778000,ALO,10.0,0 days 00:01:41.873000,13.0,0 days 00:00:32.304000,0 days 00:00:44.451000,0 days 00:00:25.118000,1.0,SOFT,10.0,
0 days 01:17:49.484000,TSU,10.0,0 days 00:01:41.182000,10.0,0 days 00:00:32.165000,0 days 00:00:44.131000,0 days 00:00:24.886000,1.0,SOFT,11.0,
0 days 01:17:53.274000,BOT,10.0,0 days 00:01:40.788000,13.0,0 days 00:00:32.070000,0 days 00:00:43.871000,0 days 00:00:24.847000,1.0,SOFT,12.0,
0 days 01:17:55.896000,ALB,10.0,0 days 00:01:43.500000,10.0,0 days 00:00:32.812000,0 days 00:00:45.530000,0 days 00:00:25.158000,1.0,SOFT,14.0,
0 days 01:17:56.306000,ZHO,10.0,0 days 00:01:41.339000,10.0,0 days 00:00:32.323000,0 days 00:00:44.129000,0 days 00:00:24.887000,1.0,SOFT,13.0,
0 days 01:17:58.032000,MSC,10.0,0 days 00:01:43.969000,10.0,0 days 00:00:32.754000,0 days 00:00:45.826000,0 days 00:00:25.389000,1.0,SOFT,16.0,
0 days 01:17:58.550000,STR,10.0,0 days 00:01:42.350000,10.0,0 days 00:00:32.261000,0 days 00:00:44.915000,0 days 00:00:25.174000,1.0,SOFT,15.0,
0 days 01:18:00.053000,HUL,10.0,0 days 00:01:43.228000,10.0,0 days 00:00:32.937000,0 days 00:00:44.748000,0 days 00:00:25.543000,1.0,SOFT,17.0,
0 days 01:18:00.630000,NOR,10.0,0 days 00:01:43.420000,10.0,0 days 00:00:32.673000,0 days 00:00:45.397000,0 days 00:00:25.350000,1.0,MEDIUM,18.0,
0 days 01:18:03.243000,LAT,10.0,0 days 00:01:42.678000,10.0,0 days 00:00:32.554000,0 days 00:00:45.019000,0 days 00:00:25.105000,1.0,SOFT,19.0,
0 days 01:18:04.174000,RIC,10.0,0 days 00:01:42.777000,10.0,0 days 00:00:32.518000,0 days 00:00:44.801000,0 days 00:00:25.458000,1.0,MEDIUM,20.0,
0 days 01:19:01.612000,LEC,11.0,0 days 00:01:39.306000,11.0,0 days 00:00:31.828000,0 days 00:00:42.940000,0 days 00:00:24.538000,1.0,SOFT,1.0,
0 days 01:19:04.757000,VER,11.0,0 days 00:01:39.479000,14.0,0 days 00:00:31.749000,0 days 00:00:43.090000,0 days 00:00:24.640000,1.0,SOFT,2.0,
0 days 01:19:09.395000,SAI,11.0,0 days 00:01:39.942000,14.0,0 days 00:00:31.950000,0 days 00:00:43.298000,0 days 00:00:24.694000,1.0,SOFT,3.0,
0 days 01:19:12.592000,PER,11.0,0 days 00:01:39.931000,14.0,0 days 00:00:31.796000,0 days 00:00:43.358000,0 days 00:00:24.777000,1.0,SOFT,4.0,
0 days 01:19:13.553000,HAM,11.0,0 days 00:01:42.945000,13.0,0 days 00:00:31.719000,0 days 00:00:43.894000,0 days 00:00:27.332000,1.0,SOFT,5.0,
0 days 01:19:16.443000,RUS,11.0,0 days 00:01:40.358000,14.0,0 days 00:00:32.136000,0 days 00:00:43.600000,0 days 00:00:24.622000,1.0,SOFT,6.0,
0 days 01:19:21.760000,MAG,11.0,0 days 00:01:41.064000,11.0,0 days 00:00:32.254000,0 days 00:00:43.940000,0 days 00:00:24.870000,1.0,SOFT,7.0,
0 days 01:19:23.334000,GAS,11.0,0 days 00:01:41.089000,14.0,0 days 00:00:32.157000,0 days 00:00:44.084000,0 days 00:00:24.848000,1.0,SOFT,8.0,
0 days 01:19:25.918000,OCO,11.0,0 days 00:01:41.082000,11.0,0 days 00:00:32.165000,0 days 00:00:43.950000,0 days 00:00:24.967000,1.0,SOFT,9.0,
0 days 01:19:28.651000,ALO,11.0,0 days 00:01:44.265000,14.0,0 days 00:00:32.531000,0 days 00:00:44.105000,0 days 00:00:27.629000,1.0,SOFT,11.0,
0 days 01:19:30.666000,TSU,11.0,0 days 00:01:41.313000,11.0,0 days 00:00:32.236000,0 days 00:00:44.181000,0 days 00:00:24.896000,1.0,SOFT,10.0,
0 days 01:19:34.062000,BOT,11.0,0 days 00:01:41.075000,14.0,0 days 00:00:32.278000,0 days 00:00:43.890000,0 days 00:00:24.907000,1.0,SOFT,12.0,
0 days 01:19:37.645000,ZHO,11.0,0 days 00:01:41.057000,11.0,0 days 00:00:32.211000,0 days 00:00:43.866000,0 days 00:00:24.980000,1.0,SOFT,13.0,
0 days 01:19:39.396000,ALB,11.0,0 days 00:01:42.588000,11.0,0 days 00:00:32.541000,0 days 00:00:44.944000,0 days 00:00:25.103000,1.0,SOFT,14.0,
0 days 01:19:40.900000,STR,11.0,0 days 00:01:42.343000,11.0,0 days 00:00:32.581000,0 days 00:00:44.481000,0 days 00:00:25.281000,1.0,SOFT,15.0,
0 days 01:19:42.001000,MSC,11.0,0 days 00:01:42.809000,11.0,0 days 00:00:32.206000,0 days 00:00:45.048000,0 days 00:00:25.555000,1.0,SOFT,16.0,
0 days 01:19:43.281000,HUL,11.0,0 days 00:01:42.603000,11.0,0 days 00:00:32.690000,0 days 00:00:44.482000,0 days 00:00:25.431000,1.0,SOFT,17.0,
0 days 01:19:44.050000,NOR,11.0,0 days 00:01:42.833000,11.0,0 days 00:00:32.671000,0 days 00:00:44.874000,0 days 00:00:25.288000,1.0,MEDIUM,18.0,
0 days 01:19:45.921000,LAT,11.0,0 days 00:01:42.822000,11.0,0 days 00:00:32.678000,0 days 00:00:45.049000,0 days 00:00:25.095000,1.0,SOFT,19.0,
0 days 01:19:46.951000,RIC,11.0,0 days 00:01:42.641000,11.0,0 days 00:00:32.439000,0 days 00:00:44.877000,0 days 00:00:25.325000,1.0,MEDIUM,20.0,
0 days 01:20:40.918000,LEC,12.0,0 days 00:01:39.256000,12.0,0 days 00:00:31.879000,0 days 00:00:42.818000,0 days 00:00:24.559000,1.0,SOFT,1.0,
0 days 01:20:44.236000,VER,12.0,0 days 00:01:39.410000,15.0,0 days 00:00:31.702000,0 days 00:00:43.076000,0 days 00:00:24.632000,1.0,SOFT,2.0,
0 days 01:20:49.337000,SAI,12.0,0 days 00:01:40.097000,15.0,0 days 00:00:32.035000,0 days 00:00:43.299000,0 days 00:00:24.763000,1.0,SOFT,3.0,
0 days 01:20:52.523000,PER,12.0,0 days 00:01:39.754000,15.0,0 days 00:00:31.655000,0 days 00:00:43.371000,0 days 00:00:24.728000,1.0,SOFT,4.0,
0 days 01:20:56.498000,HAM,12.0,0 days 00:02:03.697000,2.0,0 days 00:00:55.967000,0 days 00:00:43.579000,0 days 00:00:24.151000,2.0,HARD,12.0,
0 days 01:20:56.801000,RUS,12.0,0 days 00:01:40.215000,15.0,0 days 00:00:32.029000,0 days 00:00:43.569000,0 days 00:00:24.617000,1.0,SOFT,5.0,
0 days 01:21:02.824000,MAG,12.0,0 days 00:01:41.370000,12.0,0 days 00:00:32.325000,0 days 00:00:44.113000,0 days 00:00:24.932000,1.0,SOFT,6.0,
0 days 01:21:04.423000,GAS,12.0,0 days 00:01:41.347000,15.0,0 days 00:00:32.263000,0 days 00:00:44.217000,0 days 00:00:24.867000,1.0,SOFT,7.0,
0 days 01:21:07,OCO,12.0,0 days 00:01:41.094000,12.0,0 days 00:00:32.200000,0 days 00:00:43.905000,0 days 00:00:24.989000,1.0,SOFT,8.0,
0 days 01:21:11.979000,TSU,12.0,0 days 00:01:41.096000,12.0,0 days 00:00:32.149000,0 days 00:00:44.078000,0 days 00:00:24.869000,1.0,SOFT,9.0,
0 days 01:21:12.916000,ALO,12.0,0 days 00:02:00.053000,1.0,0 days 00:00:53.203000,0 days 00:00:42.623000,0 days 00:00:24.227000,2.0,MEDIUM,20.0,
0 days 01:21:15.137000,BOT,12.0,0 days 00:01:41.073000,15.0,0 days 00:00:32.169000,0 days 00:00:44.054000,0 days 00:00:24.850000,1.0,SOFT,10.0,
0 days 01:21:18.702000,ZHO,12.0,0 days 00:01:41.281000,12.0,0 days 00:00:32.607000,0 days 00:00:43.919000,0 days 00:00:24.755000,1.0,SOFT,11.0,
0 days 01:21:21.984000,ALB,12.0,0 days 00:01:42.505000,12.0,0 days 00:00:32.372000,0 days 00:00:45.021000,0 days 00:00:25.112000,1.0,SOFT,13.0,
0 days 01:21:23.243000,STR,12.0,0 days 00:01:42.462000,12.0,0 days 00:00:32.664000,0 days 00:00:44.565000,0 days 00:00:25.233000,1.0,SOFT,14.0,
0 days 01:21:24.810000,MSC,12.0,0 days 00:01:45.949000,12.0,0 days 00:00:32.666000,0 days 00:00:45.054000,0 days 00:00:28.229000,1.0,SOFT,17.0,
0 days 01:21:25.884000,HUL,12.0,0 days 00:01:42.821000,12.0,0 days 00:00:32.603000,0 days 00:00:44.848000,0 days 00:00:25.370000,1.0,SOFT,15.0,
0 days 01:21:26.883000,NOR,12.0,0 days 00:01:42.645000,12.0,0 days 00:00:32.498000,0 days 00:00:44.949000,0 days 00:00:25.198000,1.0,MEDIUM,16.0,
0 days 01:21:28.743000,LAT,12.0,0 days 00:01:43.492000,12.0,0 days 00:00:32.440000,0 days 00:00:45.851000,0 days 00:00:25.201000,1.0,SOFT,19.0,
0 days 01:21:29.592000,RIC,12.0,0 days 00:01:41.621000,12.0,0 days 00:00:32.151000,0 days 00:00:44.477000,0 days 00:00:24.993000,1.0,MEDIUM,18.0,
0 days 01:22:20.174000,LEC,13.0,0 days 00:01:39.279000,13.0,0 days 00:00:31.805000,0 days 00:00:42.910000,0 days 00:00:24.564000,1.0,SOFT,1.0,
0 days 01:22:23.646000,VER,13.0,0 days 00:01:39.534000,16.0,0 days 00:00:31.809000,0 days 00:00:43.082000,0 days 00:00:24.643000,1.0,SOFT,2.0,
0 days 01:22:29.434000,SAI,13.0,0 days 00:01:40.165000,16.0,0 days 00:00:31.976000,0 days 00:00:43.396000,0 days 00:00:24.793000,1.0,SOFT,3.0,
0 days 01:22:32.277000,PER,13.0,0 days 00:01:39.992000,16.0,0 days 00:00:31.863000,0 days 00:00:43.419000,0 days 00:00:24.710000,1.0,SOFT,4.0,
0 days 01:22:37.016000,RUS,13.0,0 days 00:01:40.448000,16.0,0 days 00:00:32.296000,0 days 00:00:43.547000,0 days 00:00:24.605000,1.0,SOFT,5.0,
0 days 01:22:44.194000,MAG,13.0,0 days 00:01:41.283000,13.0,0 days 00:00:32.301000,0 days 00:00:43.932000,0 days 00:00:25.050000,1.0,SOFT,6.0,
0 days 01:22:45.770000,GAS,13.0,0 days 00:01:41.256000,16.0,0 days 00:00:32.221000,0 days 00:00:44.161000,0 days 00:00:24.874000,1.0,SOFT,7.0,
0 days 01:22:48.094000,OCO,13.0,0 days 00:01:41.395000,13.0,0 days 00:00:32.362000,0 days 00:00:44.028000,0 days 00:00:25.005000,1.0,SOFT,8.0,
0 days 01:22:53.075000,TSU,13.0,0 days 00:01:41.337000,13.0,0 days 00:00:32.190000,0 days 00:00:44.233000,0 days 00:00:24.914000,1.0,SOFT,9.0,
0 days 01:22:56.210000,BOT,13.0,0 days 00:01:41.291000,16.0,0 days 00:00:32.088000,0 days 00:00:44.194000,0 days 00:00:25.009000,1.0,SOFT,10.0,
0 days 01:22:59.983000,ZHO,13.0,0 days 00:01:41.400000,13.0,0 days 00:00:32.284000,0 days 00:00:44.259000,0 days 00:00:24.857000,1.0,SOFT,12.0,
0 days 01:23:00.195000,HAM,13.0,0 days 00:01:39.330000,3.0,0 days 00:00:31.804000,0 days 00:00:43.286000,0 days 00:00:24.240000,2.0,HARD,11.0,
0 days 01:23:04.489000,ALB,13.0,0 days 00:01:44.752000,13.0,0 days 00:00:32.390000,0 days 00:00:44.742000,0 days 00:00:27.620000,1.0,SOFT,14.0,
0 days 01:23:05.705000,STR,13.0,0 days 00:01:42.235000,13.0,0 days 00:00:32.616000,0 days 00:00:44.465000,0 days 00:00:25.154000,1.0,SOFT,13.0,
0 days 01:23:08.705000,HUL,13.0,0 days 00:01:41.942000,13.0,0 days 00:00:32.217000,0 days 00:00:44.376000,0 days 00:00:25.349000,1.0,SOFT,15.0,
0 days 01:23:09.528000,NOR,13.0,0 days 00:01:42.041000,13.0,0 days 00:00:32.266000,0 days 00:00:44.656000,0 days 00:00:25.119000,1.0,MEDIUM,16.0,
0 days 01:23:10.759000,MSC,13.0,0 days 00:01:59.469000,1.0,0 days 00:00:53.125000,0 days 00:00:42.221000,0 days 00:00:24.123000,2.0,MEDIUM,20.0,
0 days 01:23:11.213000,RIC,13.0,0 days 00:01:42.461000,13.0,0 days 00:00:32.561000,0 days 00:00:44.647000,0 days 00:00:25.253000,1.0,MEDIUM,18.0,
0 days 01:23:12.235000,LAT,13.0,0 days 00:01:43.360000,13.0,0 days 00:00:32.647000,0 days 00:00:45.488000,0 days 00:00:25.225000,1.0,SOFT,19.0,
0 days 01:23:12.969000,ALO,13.0,0 days 00:01:39.050000,2.0,0 days 00:00:31.641000,0 days 00:00:43.009000,0 days 00:00:24.400000,2.0,MEDIUM,17.0,
0 days 01:23:59.453000,LEC,14.0,0 days 00:01:39.629000,14.0,0 days 00:00:31.939000,0 days 00:00:43.019000,0 days 00:00:24.671000,1.0,SOFT,1.0,
0 days 01:24:03.180000,VER,14.0,0 days 00:01:42.050000,17.0,0 days 00:00:31.831000,0 days 00:00:43.137000,0 days 00:00:27.082000,1.0,SOFT,2.0,
0 days 01:24:09.599000,SAI,14.0,0 days 00:01:43.029000,17.0,0 days 00:00:32.018000,0 days 00:00:43.375000,0 days 00:00:27.636000,1.0,SOFT,4.0,
0 days 01:24:12.269000,PER,14.0,0 days 00:01:40.035000,17.0,0 days 00:00:31.844000,0 days 00:00:43.364000,0 days 00:00:24.827000,1.0,SOFT,3.0,
0 days 01:24:17.464000,RUS,14.0,0 days 00:01:40.409000,17.0,0 days 00:00:32.195000,0 days 00:00:43.463000,0 days 00:00:24.751000,1.0,SOFT,5.0,
0 days 01:24:25.477000,MAG,14.0,0 days 00:01:44.244000,14.0,0 days 00:00:32.181000,0 days 00:00:44.096000,0 days 00:00:27.967000,1.0,SOFT,6.0,
0 days 01:24:27.026000,GAS,14.0,0 days 00:01:44.005000,17.0,0 days 00:00:32.311000,0 days 00:00:44.130000,0 days 00:00:27.564000,1.0,SOFT,7.0,
0 days 01:24:29.489000,OCO,14.0,0 days 00:01:44.080000,14.0,0 days 00:00:32.216000,0 days 00:00:44.050000,0 days 00:00:27.814000,1.0,SOFT,8.0,
0 days 01:24:34.412000,TSU,14.0,0 days 00:01:41.352000,14.0,0 days 00:00:32.235000,0 days 00:00:44.156000,0 days 00:00:24.961000,1.0,SOFT,9.0,
0 days 01:24:37.501000,BOT,14.0,0 days 00:01:43.736000,17.0,0 days 00:00:32.111000,0 days 00:00:44.071000,0 days 00:00:27.554000,1.0,SOFT,11.0,
0 days 01:24:39.525000,HAM,14.0,0 days 00:01:39.309000,4.0,0 days 00:00:31.687000,0 days 00:00:42.979000,0 days 00:00:24.643000,2.0,HARD,10.0,
0 days 01:24:41.383000,ZHO,14.0,0 days 00:01:41.185000,14.0,0 days 00:00:32.148000,0 days 00:00:44.044000,0 days 00:00:24.993000,1.0,SOFT,12.0,
0 days 01:24:47.940000,STR,14.0,0 days 00:01:41.803000,14.0,0 days 00:00:32.472000,0 days 00:00:44.108000,0 days 00:00:25.223000,1.0,SOFT,13.0,
0 days 01:24:49.241000,ALB,14.0,0 days 00:02:01.075000,1.0,0 days 00:00:53.032000,0 days 00:00:43.743000,0 days 00:00:24.300000,2.0,MEDIUM,20.0,
0 days 01:24:50.647000,HUL,14.0,0 days 00:01:42.959000,14.0,0 days 00:00:32.717000,0 days 00:00:44.834000,0 days 00:00:25.408000,1.0,SOFT,15.0,
0 days 01:24:51.569000,NOR,14.0,0 days 00:01:42.794000,14.0,0 days 00:00:32.456000,0 days 00:00:45.125000,0 days 00:00:25.213000,1.0,MEDIUM,16.0,
0 days 01:24:52.019000,ALO,14.0,0 days 00:01:39.704000,3.0,0 days 00:00:31.772000,0 days 00:00:43.480000,0 days 00:00:24.452000,2.0,MEDIUM,14.0,
0 days 01:24:53.674000,RIC,14.0,0 days 00:01:42.375000,14.0,0 days 00:00:32.526000,0 days 00:00:44.700000,0 days 00:00:25.149000,1.0,MEDIUM,17.0,
0 days 01:24:55.595000,LAT,14.0,0 days 00:01:45.315000,14.0,0 days 00:00:32.526000,0 days 00:00:45.248000,0 days 00:00:27.541000,1.0,SOFT,18.0,
0 days 01:25:10.228000,MSC,14.0,0 days 00:01:38.179000,2.0,0 days 00:00:31.309000,0 days 00:00:42.646000,0 days 00:00:24.224000,2.0,MEDIUM,19.0,
0 days 01:25:39.082000,LEC,15.0,0 days 00:01:42.041000,15.0,0 days 00:00:31.789000,0 days 00:00:43.159000,0 days 00:00:27.093000,1.0,SOFT,1.0,
0 days 01:25:45.230000,VER,15.0,0 days 00:01:57.409000,1.0,0 days 00:00:52.162000,0 days 00:00:41.525000,0 days 00:00:23.722000,2.0,SOFT,4.0,
0 days 01:25:52.304000,PER,15.0,0 days 00:01:42.445000,18.0,0 days 00:00:31.761000,0 days 00:00:43.441000,0 days 00:00:27.243000,1.0,SOFT,2.0,
0 days 01:25:52.628000,SAI,15.0,0 days 00:01:58.327000,1.0,0 days 00:00:51.979000,0 days 00:00:42.279000,0 days 00:00:24.069000,2.0,SOFT,5.0,
0 days 01:25:57.873000,RUS,15.0,0 days 00:01:43.097000,18.0,0 days 00:00:32.145000,0 days 00:00:43.634000,0 days 00:00:27.318000,1.0,SOFT,3.0,
0 days 01:26:09.721000,MAG,15.0,0 days 00:01:59.764000,4.0,0 days 00:00:53.002000,0 days 00:00:42.461000,0 days 00:00:24.301000,2.0,SOFT,9.0,
0 days 01:26:11.031000,GAS,15.0,0 days 00:02:01.397000,1.0,0 days 00:00:53.152000,0 days 00:00:43.562000,0 days 00:00:24.683000,2.0,MEDIUM,12.0,
0 days 01:26:13.569000,OCO,15.0,0 days 00:02:05.634000,1.0,0 days 00:00:58.681000,0 days 00:00:42.722000,0 days 00:00:24.231000,2.0,MEDIUM,16.0,
0 days 01:26:15.764000,TSU,15.0,0 days 00:01:43.687000,15.0,0 days 00:00:32.247000,0 days 00:00:44.162000,0 days 00:00:27.278000,1.0,SOFT,7.0,
0 days 01:26:18.834000,HAM,15.0,0 days 00:01:38.587000,5.0,0 days 00:00:31.336000,0 days 00:00:42.890000,0 days 00:00:24.361000,2.0,HARD,6.0,
0 days 01:26:21.237000,BOT,15.0,0 days 00:02:00.669000,1.0,0 days 00:00:53.665000,0 days 00:00:43.022000,0 days 00:00:23.982000,2.0,MEDIUM,17.0,
0 days 01:26:22.568000,ZHO,15.0,0 days 00:01:43.106000,15.0,0 days 00:00:31.998000,0 days 00:00:43.903000,0 days 00:00:27.205000,1.0,SOFT,8.0,
0 days 01:26:29.743000,STR,15.0,0 days 00:01:41.875000,15.0,0 days 00:00:32.419000,0 days 00:00:44.299000,0 days 00:00:25.157000,1.0,SOFT,10.0,
0 days 01:26:31.723000,ALO,15.0,0 days 00:01:40.256000,4.0,0 days 00:00:32.146000,0 days 00:00:43.439000,0 days 00:00:24.671000,2.0,MEDIUM,11.0,
0 days 01:26:33.606000,HUL,15.0,0 days 00:01:42.819000,15.0,0 days 00:00:32.711000,0 days 00:00:44.851000,0 days 00:00:25.257000,1.0,SOFT,13.0,
0 days 01:26:34.363000,NOR,15.0,0 days 00:01:42.830000,15.0,0 days 00:00:32.595000,0 days 00:00:44.983000,0 days 00:00:25.252000,1.0,MEDIUM,14.0,
0 days 01:26:36.049000,RIC,15.0,0 days 00:01:42.543000,15.0,0 days 00:00:32.542000,0 days 00:00:44.776000,0 days 00:00:25.225000,1.0,MEDIUM,15.0,
0 days 01:26:40.910000,LAT,15.0,0 days 00:01:58.534000,1.0,0 days 00:00:52.011000,0 days 00:00:42.455000,0 days 00:00:24.068000,2.0,SOFT,20.0,
0 days 01:26:48.407000,MSC,15.0,0 days 00:01:39.109000,3.0,0 days 00:00:31.499000,0 days 00:00:43.183000,0 days 00:00:24.427000,2.0,MEDIUM,18.0,
0 days 01:26:50.316000,ALB,15.0,0 days 00:01:39.517000,2.0,0 days 00:00:31.615000,0 days 00:00:43.501000,0 days 00:00:24.401000,2.0,MEDIUM,19.0,
0 days 01:27:21.123000,LEC,16.0,0 days 00:01:57.660000,4.0,0 days 00:00:52.159000,0 days 00:00:41.644000,0 days 00:00:23.857000,2.0,SOFT,1.0,
0 days 01:27:34.749000,PER,16.0,0 days 00:01:58.858000,1.0,0 days 00:00:52.976000,0 days 00:00:41.991000,0 days 00:00:23.891000,2.0,MEDIUM,4.0,
0 days 01:27:40.970000,RUS,16.0,0 days 00:02:02.370000,2.0,0 days 00:00:54.965000,0 days 00:00:43.244000,0 days 00:00:24.161000,2.0,HARD,6.0,
0 days 01:27:42.639000,VER,16.0,0 days 00:01:36.905000,2.0,0 days 00:00:30.944000,0 days 00:00:41.970000,0 days 00:00:23.991000,2.0,SOFT,2.0,
0 days 01:27:50.955000,SAI,16.0,0 days 00:01:37.477000,2.0,0 days 00:00:31.352000,0 days 00:00:42.085000,0 days 00:00:24.040000,2.0,SOFT,3.0,
0 days 01:27:57.421000,HAM,16.0,0 days 00:01:38.236000,6.0,0 days 00:00:31.202000,0 days 00:00:42.844000,0 days 00:00:24.190000,2.0,HARD,5.0,
0 days 01:27:59.451000,TSU,16.0,0 days 00:02:01.989000,1.0,0 days 00:00:54.089000,0 days 00:00:43.323000,0 days 00:00:24.577000,2.0,MEDIUM,14.0,
